starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 18 11:10:15 2018	1524071415	1	7	8	6
Wed Apr 18 11:10:15 2018	1524071415	1	7	8	7
Wed Apr 18 11:10:15 2018	1524071415	0	8	8	6
Wed Apr 18 11:10:15 2018	1524071415	0	8	8	8
Wed Apr 18 11:10:15 2018	1524071415	0	8	8	6
Wed Apr 18 11:10:15 2018	1524071415	0	8	8	8
Wed Apr 18 11:10:15 2018	1524071415	0	8	8	6
Wed Apr 18 11:10:15 2018	1524071415	0	8	8	6
Wed Apr 18 11:10:15 2018	1524071415	0	8	8	6
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	8
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	8
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	9
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	9
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	9
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	8
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	9
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	8
Wed Apr 18 11:10:15 2018	1524071415	1	8	9	7
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	9
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	9
Wed Apr 18 11:10:15 2018	1524071415	0	9	9	7
Wed Apr 18 11:10:15 2018	1524071415	0	10	10	10
Wed Apr 18 11:10:15 2018	1524071415	0	10	10	9
Wed Apr 18 11:10:15 2018	1524071415	0	10	10	9
Wed Apr 18 11:10:15 2018	1524071415	0	10	10	9
Wed Apr 18 11:10:15 2018	1524071415	0	10	10	10
Wed Apr 18 11:10:15 2018	1524071415	1	9	10	9
Wed Apr 18 11:10:15 2018	1524071415	0	11	11	11
Wed Apr 18 11:10:15 2018	1524071415	0	11	11	11
Wed Apr 18 11:10:15 2018	1524071415	0	11	11	11
Wed Apr 18 11:10:15 2018	1524071415	0	11	11	11
Wed Apr 18 11:10:15 2018	1524071415	0	11	11	10
Wed Apr 18 11:10:15 2018	1524071415	0	12	12	12
Wed Apr 18 11:10:15 2018	1524071415	0	12	12	12
Wed Apr 18 11:10:15 2018	1524071415	0	13	13	12
Wed Apr 18 11:10:15 2018	1524071415	0	13	13	13
Wed Apr 18 11:10:15 2018	1524071415	1	12	13	12
Wed Apr 18 11:10:15 2018	1524071415	0	14	14	13
Wed Apr 18 11:10:15 2018	1524071415	1	13	14	12
Wed Apr 18 11:10:15 2018	1524071415	0	14	14	14
Wed Apr 18 11:10:15 2018	1524071415	0	14	14	13
Wed Apr 18 11:10:15 2018	1524071415	0	14	14	14
Wed Apr 18 11:10:15 2018	1524071415	0	14	14	14
Wed Apr 18 11:10:15 2018	1524071415	0	15	15	14
Wed Apr 18 11:10:15 2018	1524071415	0	16	16	16
Wed Apr 18 11:10:15 2018	1524071415	0	16	16	15
Wed Apr 18 11:10:15 2018	1524071415	0	17	17	16
Wed Apr 18 11:10:15 2018	1524071415	0	19	19	18
Wed Apr 18 11:10:15 2018	1524071415	0	20	20	20
Wed Apr 18 11:10:15 2018	1524071415	0	22	22	21
